route_id,route_name,station_order,station_name,minutes_from_previous,cumulative_minutes,source_note
MSB_VLCY,Chennai Beach to Velachery,1,Chennai Beach,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
VLCY_MSB,Velachery to Chennai Beach,16,Park Town,3,50,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
VLCY_MSB,Velachery to Chennai Beach,17,Chennai Fort,3,53,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
VLCY_MSB,Velachery to Chennai Beach,18,Chennai Beach,4,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,1,Chennai Beach,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,2,Chennai Fort,4,4,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,3,Chennai Park,3,7,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,4,Chennai Egmore,3,10,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,5,Chetpet,3,13,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,6,Nungambakkam,3,16,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,7,Kodambakkam,3,19,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,8,Mambalam,3,22,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,9,Saidapet,3,25,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,10,Guindy,4,29,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,11,St Thomas Mount,4,33,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,12,Pazhavanthangal,3,36,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,13,Meenambakkam,2,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,14,Tirusulam,2,40,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,15,Pallavaram,4,44,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,16,Chromepet,3,47,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,17,Tambaram Sanatorium,4,51,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,18,Tambaram,3,54,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,19,Perungalathur,5,59,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,20,Vandalur,5,64,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,21,Kilambakkam,4,68,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,22,Urapakkam,4,72,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,23,Guduvancheri,5,77,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,24,Potheri,5,82,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,25,Kattankulathur,4,86,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,26,Maraimalai Nagar,5,91,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,27,Singaperumal Koil,6,97,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,28,Paranur,5,102,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_CGL,Chennai Beach to Chengalpattu,29,Chengalpattu,6,108,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,1,Chengalpattu,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,2,Paranur,6,6,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,3,Singaperumal Koil,5,11,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,4,Maraimalai Nagar,6,17,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,5,Kattankulathur,5,22,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,6,Potheri,4,26,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,7,Guduvancheri,5,31,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,8,Urapakkam,5,36,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,9,Kilambakkam,4,40,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,10,Vandalur,4,44,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,11,Perungalathur,5,49,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,12,Tambaram,5,54,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,13,Tambaram Sanatorium,3,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,14,Chromepet,4,61,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,15,Pallavaram,3,64,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,16,Tirusulam,4,68,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,17,Meenambakkam,2,70,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,18,Pazhavanthangal,2,72,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,19,St Thomas Mount,3,75,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,20,Guindy,4,79,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,21,Saidapet,4,83,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,22,Mambalam,3,86,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,23,Kodambakkam,3,89,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,24,Nungambakkam,3,92,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,25,Chetpet,3,95,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,26,Chennai Egmore,3,98,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,27,Chennai Park,3,101,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,28,Chennai Fort,3,104,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
CGL_MSB,Chengalpattu to Chennai Beach,29,Chennai Beach,4,108,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,1,Chennai Beach,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,2,Chennai Fort,4,4,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,3,Chennai Park,3,7,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,4,Chennai Egmore,3,10,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,5,Chetpet,3,13,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,6,Nungambakkam,3,16,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,7,Kodambakkam,3,19,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,8,Mambalam,3,22,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,9,Saidapet,3,25,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,10,Guindy,4,29,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,11,St Thomas Mount,4,33,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,12,Pazhavanthangal,3,36,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,13,Meenambakkam,2,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,14,Tirusulam,2,40,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,15,Pallavaram,4,44,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,16,Chromepet,3,47,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,17,Tambaram Sanatorium,4,51,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TBM,Chennai Beach to Tambaram,18,Tambaram,3,54,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,1,Tambaram,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,2,Tambaram Sanatorium,3,3,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,3,Chromepet,4,7,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,4,Pallavaram,3,10,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,5,Tirusulam,4,14,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,6,Meenambakkam,2,16,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,7,Pazhavanthangal,2,18,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,8,St Thomas Mount,3,21,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,9,Guindy,4,25,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,10,Saidapet,4,29,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,11,Mambalam,3,32,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,12,Kodambakkam,3,35,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,13,Nungambakkam,3,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,14,Chetpet,3,41,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,15,Chennai Egmore,3,44,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,16,Chennai Park,3,47,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,17,Chennai Fort,3,50,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TBM_MSB,Tambaram to Chennai Beach,18,Chennai Beach,4,54,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,1,Chennai Beach,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,2,Chennai Fort,4,4,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,3,Chennai Park,3,7,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,4,Chennai Egmore,3,10,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,5,Chetpet,3,13,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,6,Nungambakkam,3,16,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,7,Kodambakkam,3,19,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,8,Mambalam,3,22,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,9,Saidapet,3,25,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,10,Guindy,4,29,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,11,St Thomas Mount,4,33,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,12,Pazhavanthangal,3,36,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,13,Meenambakkam,2,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,14,Tirusulam,2,40,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,15,Pallavaram,4,44,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,16,Chromepet,3,47,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,17,Tambaram Sanatorium,4,51,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,18,Tambaram,3,54,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,19,Perungalathur,5,59,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,20,Vandalur,5,64,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,21,Kilambakkam,4,68,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,22,Urapakkam,4,72,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,23,Guduvancheri,5,77,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,24,Potheri,5,82,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,25,Kattankulathur,4,86,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,26,Maraimalai Nagar,5,91,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,27,Singaperumal Koil,6,97,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,28,Paranur,5,102,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,29,Chengalpattu,6,108,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,30,Reddipalayam,7,115,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,31,Villiyambakkam,6,121,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,32,Palur,6,127,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,33,Palayasivaram,7,134,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,34,Walajabad,8,142,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,35,Nathapettai,8,150,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,36,Kanchipuram East,6,156,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,37,Kanchipuram,4,160,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TMLP,Chennai Beach to Tirumalpur,38,Tirumalpur,12,172,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,1,Tirumalpur,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,2,Kanchipuram,12,12,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,3,Kanchipuram East,4,16,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,4,Nathapettai,6,22,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,5,Walajabad,8,30,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,6,Palayasivaram,8,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,7,Palur,7,45,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,8,Villiyambakkam,6,51,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,9,Reddipalayam,6,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,10,Chengalpattu,7,64,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,11,Paranur,6,70,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,12,Singaperumal Koil,5,75,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,13,Maraimalai Nagar,6,81,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,14,Kattankulathur,5,86,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,15,Potheri,4,90,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,16,Guduvancheri,5,95,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,17,Urapakkam,5,100,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,18,Kilambakkam,4,104,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,19,Vandalur,4,108,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,20,Perungalathur,5,113,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,21,Tambaram,5,118,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,22,Tambaram Sanatorium,3,121,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,23,Chromepet,4,125,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TMLP_MSB,Tirumalpur to Chennai Beach,24,Pallavaram,3,128,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
